Item,ID_Calle,Nombre_Calle,ID_Calle_Origen,ID_Calle_Final,ID_Origen_intereccion,ID_Final_Interseccion,distancia_Km,velocidad,Costo1,Costo2,Latitud_Origen_Interseccion,Longitud_Origen_Interseccion,Latitud_Destino_Interseccion,Longitud_Destino_Interseccion
911,4832980,Av. Canta Callao,1359113278,1359113266,54698,55429,0.0548016,70,0.0007829,1000000,-11.9810723,-77.0961592,-11.980741,-77.0957862
912,4832980,Av. Canta Callao,1359113266,1359113246,55429,55077,0.1714862,70,0.0024498,1000000,-11.980741,-77.0957862,-11.9797044,-77.0946189
913,4832980,Av. Canta Callao,1359113246,1359113233,55077,55246,0.0524549,70,0.0007494,1000000,-11.9797044,-77.0946189,-11.9793914,-77.0942581
914,4832980,Av. Canta Callao,1359113233,1305701076,55246,47933,0.2248536,70,0.0032122,1000000,-11.9793914,-77.0942581,-11.9780424,-77.0927182
915,4832980,Av. Canta Callao,1305701076,1305701235,47933,47850,0.0250439,70,0.0003578,1000000,-11.9780424,-77.0927182,-11.9778965,-77.0925428
916,4832980,Av. Canta Callao,1305701235,1305702078,47850,47858,0.157985,70,0.0022569,1000000,-11.9778965,-77.0925428,-11.9769513,-77.0914589
917,4832980,Av. Canta Callao,1305702078,1305701345,47858,48108,0.0518923,70,0.0007413,1000000,-11.9769513,-77.0914589,-11.9766522,-77.0910927
918,4832980,Av. Canta Callao,1305701345,1305701643,48108,47818,0.1795881,70,0.0025655,1000000,-11.9766522,-77.0910927,-11.9756097,-77.0898317
919,4832980,Av. Canta Callao,1305701643,1305700971,47818,48009,0.1098076,70,0.0015687,1000000,-11.9756097,-77.0898317,-11.9749779,-77.0890559
920,4832980,Av. Canta Callao,1305700971,1305702123,48009,47984,0.052907,70,0.0007558,1000000,-11.9749779,-77.0890559,-11.9746792,-77.0886773
921,4832980,Av. Canta Callao,1305702123,1305701173,47984,173,0.1053441,70,0.0015049,1000000,-11.9746792,-77.0886773,-11.9743872,-77.0877906
922,4832984,Av. Universitaria,560563967,885686056,174,19478,0.0597119,70,0.000853,1000000,-12.035159,-77.0780666,-12.0346582,-77.0782557
923,4832984,Av. Universitaria,885686056,301458414,19478,19485,0.06544,70,0.0009349,1000000,-12.0346582,-77.0782557,-12.0340794,-77.0783126
924,4832984,Av. Universitaria,301458414,885686023,19485,19495,0.0590906,70,0.0008442,1000000,-12.0340794,-77.0783126,-12.0335724,-77.0781498
925,4832984,Av. Universitaria,885686023,885686010,19495,19483,0.0601996,70,0.00086,1000000,-12.0335724,-77.0781498,-12.0330659,-77.0779543
926,4832984,Av. Universitaria,885686010,885686007,19483,19497,0.0637447,70,0.0009106,1000000,-12.0330659,-77.0779543,-12.032528,-77.0777516
927,4832984,Av. Universitaria,885686007,560565919,19497,175,0.0640391,70,0.0009148,1000000,-12.032528,-77.0777516,-12.0319871,-77.0775494
928,4832984,Av. Universitaria,560565919,560565916,175,176,0.0274983,70,0.0003928,1000000,-12.0319871,-77.0775494,-12.0317528,-77.0774685
929,4832984,Av. Universitaria,560565916,846730377,176,17639,0.0251238,70,0.0003589,1000000,-12.0317528,-77.0774685,-12.0315372,-77.0773994
930,4832984,Av. Universitaria,846730377,1273803841,17639,38033,0.0490387,70,0.0007006,1000000,-12.0315372,-77.0773994,-12.0311213,-77.0772494
931,4832984,Av. Universitaria,1273803841,846730424,38033,17653,0.0517602,70,0.0007394,1000000,-12.0311213,-77.0772494,-12.0306829,-77.0770894
932,4832984,Av. Universitaria,846730424,846730394,17653,17645,0.0474209,70,0.0006774,1000000,-12.0306829,-77.0770894,-12.0302844,-77.0769341
933,4832984,Av. Universitaria,846730394,846730391,17645,17642,0.0616406,70,0.0008806,1000000,-12.0302844,-77.0769341,-12.0297635,-77.0767402
934,4832984,Av. Universitaria,846730391,846736960,17642,17774,0.0410052,70,0.0005858,1000000,-12.0297635,-77.0767402,-12.0294172,-77.0766106
935,4832984,Av. Universitaria,846736960,846736962,17774,17775,0.01462,70,0.0002089,1000000,-12.0294172,-77.0766106,-12.0292923,-77.0765686
936,4832984,Av. Universitaria,846736962,31069433,17775,113,0.3119186,70,0.004456,1000000,-12.0292923,-77.0765686,-12.026689,-77.0755003
937,4832984,Av. Universitaria,31069433,31069487,113,177,0.025136,70,0.0003591,1000000,-12.026689,-77.0755003,-12.0264791,-77.0754145
938,4832984,Av. Universitaria,31069487,31069412,177,178,0.0650023,70,0.0009286,1000000,-12.0264791,-77.0754145,-12.0259335,-77.0751999
939,4832984,Av. Universitaria,31069412,31069439,178,3001,0.0506259,70,0.0007232,1000000,-12.0259335,-77.0751999,-12.0255019,-77.0750517
940,4832984,Av. Universitaria,31069439,846535436,3001,90486,0.0301359,70,0.0004305,1000000,-12.0255019,-77.0750517,-12.0252466,-77.0749587
941,4832984,Av. Universitaria,846535436,846535422,90486,17322,0.0519957,70,0.0007428,1000000,-12.0252466,-77.0749587,-12.0248097,-77.0747883
942,4832984,Av. Universitaria,846535422,846535408,17322,17315,0.0502911,70,0.0007184,1000000,-12.0248097,-77.0747883,-12.0243909,-77.0746137
943,4832984,Av. Universitaria,846535408,846535407,17315,17313,0.0479546,70,0.0006851,1000000,-12.0243909,-77.0746137,-12.0239793,-77.0744832
944,4832984,Av. Universitaria,846535407,846535419,17313,17320,0.050631,70,0.0007233,1000000,-12.0239793,-77.0744832,-12.0235275,-77.0744278
945,4832984,Av. Universitaria,846535419,846535374,17320,17289,0.0984899,70,0.001407,1000000,-12.0235275,-77.0744278,-12.0226474,-77.0745062
946,4832984,Av. Universitaria,846535374,846535388,17289,17297,0.049552,70,0.0007079,1000000,-12.0226474,-77.0745062,-12.022231,-77.0746685
947,4832984,Av. Universitaria,846535388,846527870,17297,17217,0.1676011,70,0.0023943,1000000,-12.022231,-77.0746685,-12.0208869,-77.0753659
948,4832984,Av. Universitaria,846527870,846527888,17217,17224,0.0511497,70,0.0007307,1000000,-12.0208869,-77.0753659,-12.0204793,-77.0755839
949,4832984,Av. Universitaria,846527888,1843209549,17224,65183,0.1483832,70,0.0021198,1000000,-12.0204793,-77.0755839,-12.0192912,-77.0762051
950,4832984,Av. Universitaria,1843209549,1843209547,65183,10446,0.011881,70,0.0001697,1000000,-12.0192912,-77.0762051,-12.0191959,-77.0762545
951,4832984,Av. Universitaria,1843209547,847687004,10446,17254,0.1655315,70,0.0023647,1000000,-12.0191959,-77.0762545,-12.0178578,-77.0769215
952,4832984,Av. Universitaria,847687004,1442029853,17254,62759,0.0637475,70,0.0009107,1000000,-12.0178578,-77.0769215,-12.0173489,-77.0771914
953,4832984,Av. Universitaria,1442029853,301458174,62759,17282,0.1891636,70,0.0027023,1000000,-12.0173489,-77.0771914,-12.0158465,-77.0780073
954,4832984,Av. Universitaria,301458174,138792491,17282,179,0.3738228,70,0.0053403,1000000,-12.0158465,-77.0780073,-12.0128105,-77.0794466
955,4832984,Av. Universitaria,138792491,301458131,179,90635,0.0456914,70,0.0006527,1000000,-12.0128105,-77.0794466,-12.0124565,-77.0796544
956,4832984,Av. Universitaria,301458131,31044752,90635,180,0.7104775,70,0.0101497,1000000,-12.0124565,-77.0796544,-12.0066775,-77.0822972
957,4832984,Av. Universitaria,31044752,31044753,180,181,0.0165574,70,0.0002365,1000000,-12.0066775,-77.0822972,-12.0065318,-77.0823286
958,4832984,Av. Universitaria,31044753,31079697,181,55676,1.1207604,70,0.0160109,1000000,-12.0065318,-77.0823286,-11.9966982,-77.0845664
959,4832984,Av. Universitaria,31079697,31044959,55676,182,0.0563198,70,0.0008046,1000000,-11.9966982,-77.0845664,-11.9961987,-77.0844972
960,4832984,Av. Universitaria,31044959,31044758,182,183,0.0194673,70,0.0002781,1000000,-11.9961987,-77.0844972,-11.9960292,-77.0844524
961,4832984,Av. Universitaria,31044758,769214462,183,12948,0.0618182,70,0.0008831,1000000,-11.9960292,-77.0844524,-11.9955138,-77.0842401
962,4832984,Av. Universitaria,769214462,675164110,12948,12478,0.4487383,70,0.0064105,1000000,-11.9955138,-77.0842401,-11.9920739,-77.0821522
963,4832984,Av. Universitaria,675164110,675164102,12478,12476,0.080255,70,0.0011465,1000000,-11.9920739,-77.0821522,-11.9914597,-77.0817673
964,4832984,Av. Universitaria,675164102,675164123,12476,91066,0.0210318,70,0.0003005,1000000,-11.9914597,-77.0817673,-11.9912832,-77.0816978
965,4832984,Av. Universitaria,675164123,675127215,91066,12458,0.0966379,70,0.0013805,1000000,-11.9912832,-77.0816978,-11.9904481,-77.0814655
966,4832984,Av. Universitaria,675127215,675127227,12458,48273,0.4540286,70,0.0064861,1000000,-11.9904481,-77.0814655,-11.986734,-77.0797988
967,4832984,Av. Universitaria,675127227,675127231,48273,48276,0.2019735,70,0.0028853,1000000,-11.986734,-77.0797988,-11.9851579,-77.0788758
968,4832984,Av. Universitaria,675127231,675163813,48276,12378,0.2008573,70,0.0028694,1000000,-11.9851579,-77.0788758,-11.9834495,-77.0782963
969,4832984,Av. Universitaria,675163813,675127246,12378,47782,0.0107449,70,0.0001535,1000000,-11.9834495,-77.0782963,-11.9833566,-77.0782691
970,4832984,Av. Universitaria,675127246,273427305,47782,2665,0.0217818,70,0.0003112,1000000,-11.9833566,-77.0782691,-11.9831617,-77.078249
971,4832984,Av. Universitaria,273427305,1305826423,2665,48200,0.1132972,70,0.0016185,1000000,-11.9831617,-77.078249,-11.9821596,-77.0780606
972,4832984,Av. Universitaria,1305826423,1305700995,48200,16580,0.3092623,70,0.004418,1000000,-11.9821596,-77.0780606,-11.9794959,-77.0772547
973,4832984,Av. Universitaria,1305700995,1305383414,16580,16566,0.1480872,70,0.0021155,1000000,-11.9794959,-77.0772547,-11.978234,-77.0768195
974,4832984,Av. Universitaria,1305383414,31045172,16566,48081,0.0112693,70,0.000161,1000000,-11.978234,-77.0768195,-11.9781381,-77.076786
975,4832984,Av. Universitaria,31045172,31045173,48081,184,0.0125163,70,0.0001788,1000000,-11.9781381,-77.076786,-11.978029,-77.0767577
976,4832984,Av. Universitaria,31045173,31079485,184,2520,0.6757068,70,0.009653,1000000,-11.978029,-77.0767577,-11.9720773,-77.0756413
977,4832984,Av. Universitaria,31079485,273423255,2520,2517,0.0194955,70,0.0002785,1000000,-11.9720773,-77.0756413,-11.9719039,-77.0756148
978,4832984,Av. Universitaria,273423255,1305383576,2517,47331,0.1595701,70,0.0022796,1000000,-11.9719039,-77.0756148,-11.9704937,-77.0753437
979,4832984,Av. Universitaria,1305383576,273403747,47331,2471,0.8603596,70,0.0122909,1000000,-11.9704937,-77.0753437,-11.9639569,-77.0716687
980,4832984,Av. Universitaria,273403747,1296147751,2471,42652,0.0746784,70,0.0010668,1000000,-11.9639569,-77.0716687,-11.9636132,-77.0710789
981,4832984,Av. Universitaria,1296147751,1296147588,42652,28517,0.2688554,70,0.0038408,1000000,-11.9636132,-77.0710789,-11.9627027,-77.0688293
982,4832984,Av. Universitaria,1296147588,273349255,28517,2461,0.1238211,70,0.0017689,1000000,-11.9627027,-77.0688293,-11.9625233,-77.0677059
983,4832984,Av. Universitaria,273349255,273349444,2461,2464,0.2232779,70,0.0031897,1000000,-11.9625233,-77.0677059,-11.9621895,-77.0656819
984,4832984,Av. Universitaria,273349444,1273938484,2464,46299,0.1693272,70,0.002419,1000000,-11.9621895,-77.0656819,-11.961942,-77.064146
985,4832984,Av. Universitaria,1273938484,549088263,46299,2702,0.0211006,70,0.0003014,1000000,-11.961942,-77.064146,-11.9619118,-77.0639545
986,4832984,Av. Universitaria,549088263,549087750,2702,46940,0.0709079,70,0.001013,1000000,-11.9619118,-77.0639545,-11.9618077,-77.0633114
987,4832984,Av. Universitaria,549087750,549089857,46940,185,0.0693359,70,0.0009905,1000000,-11.9618077,-77.0633114,-11.961715,-77.0626824
988,4832984,Av. Universitaria,549089857,31080421,185,186,0.0175062,70,0.0002501,1000000,-11.961715,-77.0626824,-11.9616677,-77.0625289
989,4832984,Av. Universitaria,31080421,1273121967,186,23885,0.2833263,70,0.0040475,1000000,-11.9616677,-77.0625289,-11.9597961,-77.0608814
990,4832984,Av. Universitaria,1273121967,1273121532,23885,24002,0.0434098,70,0.0006201,1000000,-11.9597961,-77.0608814,-11.9594217,-77.0607697
991,4832984,Av. Universitaria,1273121532,1273121876,24002,47966,0.3430595,70,0.0049009,1000000,-11.9594217,-77.0607697,-11.9564476,-77.0599313
992,4832984,Av. Universitaria,1273121876,31080505,47966,47821,0.025209,70,0.0003601,1000000,-11.9564476,-77.0599313,-11.9562261,-77.0598819
993,4832984,Av. Universitaria,31080505,769223694,47821,2749,0.0862613,70,0.0012323,1000000,-11.9562261,-77.0598819,-11.9554547,-77.059801
994,4832984,Av. Universitaria,769223694,769223675,2749,2740,0.0140328,70,0.0002005,1000000,-11.9554547,-77.059801,-11.9553285,-77.0598015
995,4832984,Av. Universitaria,769223675,1305701371,2740,48092,0.0770456,70,0.0011007,1000000,-11.9553285,-77.0598015,-11.9546358,-77.0598055
996,4832984,Av. Universitaria,1305701371,1305701300,48092,47833,0.019989,70,0.0002856,1000000,-11.9546358,-77.0598055,-11.9544561,-77.0598105
1001,4832984,Av. Universitaria,769223687,31080499,2683,2678,0.0165089,70,0.0002358,1000000,-11.9461428,-77.0605271,-11.9459955,-77.0605461
1002,4832984,Av. Universitaria,31080499,1305701430,2678,48130,0.0553777,70,0.0007911,1000000,-11.9459955,-77.0605461,-11.9454988,-77.0605832
997,4832984,Av. Universitaria,1305701300,1305701408,47833,48063,0.8277277,70,0.0118247,1000000,-11.9544561,-77.0598105,-11.9470462,-77.0604106
998,4832984,Av. Universitaria,1305701408,1273122231,48063,24049,0.0168825,70,0.0002412,1000000,-11.9470462,-77.0604106,-11.9468964,-77.0604359
999,4832984,Av. Universitaria,1273122231,1305702095,24049,47778,0.005036,70,0.0000719,1000000,-11.9468964,-77.0604359,-11.9468517,-77.0604434
1000,4832984,Av. Universitaria,1305702095,769223687,47778,2683,0.0793589,70,0.0011337,1000000,-11.9468517,-77.0604434,-11.9461428,-77.0605271
1003,4832984,Av. Universitaria,1305701430,1305701567,48130,48111,0.0490834,70,0.0007012,1000000,-11.9454988,-77.0605832,-11.9450579,-77.0606039
1004,4832984,Av. Universitaria,1305701567,1305701410,48111,48084,0.0209475,70,0.0002993,1000000,-11.9450579,-77.0606039,-11.9448697,-77.060601
1005,4832984,Av. Universitaria,1305701410,1305701219,48084,47801,0.1717841,70,0.0024541,1000000,-11.9448697,-77.060601,-11.9433343,-77.0604422
1006,4832984,Av. Universitaria,1305701219,1305701275,47801,47823,0.0229022,70,0.0003272,1000000,-11.9433343,-77.0604422,-11.9431334,-77.0603958
1007,4832984,Av. Universitaria,1305701275,769223693,47823,2916,0.0793764,70,0.0011339,1000000,-11.9431334,-77.0603958,-11.9424396,-77.0602243
1008,4832984,Av. Universitaria,769223693,769223684,2916,2921,0.0141393,70,0.000202,1000000,-11.9424396,-77.0602243,-11.9423202,-77.0601796
1009,4832984,Av. Universitaria,769223684,31080495,2921,47927,0.0910625,70,0.0013009,1000000,-11.9423202,-77.0601796,-11.9415485,-77.0598994
1010,4832984,Av. Universitaria,31080495,1305701696,47927,47911,0.0187278,70,0.0002675,1000000,-11.9415485,-77.0598994,-11.9413934,-77.0598323
1011,4832984,Av. Universitaria,1305701696,1272006361,47911,48128,0.7047966,70,0.0100685,1000000,-11.9413934,-77.0598323,-11.9358335,-77.0567241
1012,4832984,Av. Universitaria,1272006361,1305701205,48128,48000,0.026318,70,0.000376,1000000,-11.9358335,-77.0567241,-11.9356281,-77.0566039
1013,4832984,Av. Universitaria,1305701205,1272936600,48000,23289,0.0295857,70,0.0004227,1000000,-11.9356281,-77.0566039,-11.9353958,-77.0564713
1014,4832984,Av. Universitaria,1272936600,1272006442,23289,23016,0.0526305,70,0.0007519,1000000,-11.9353958,-77.0564713,-11.9349803,-77.0562396
1015,4832984,Av. Universitaria,1272006442,1272006294,23016,23084,0.0141959,70,0.0002028,1000000,-11.9349803,-77.0562396,-11.9348717,-77.056171
1016,4832984,Av. Universitaria,1272006294,1305701870,23084,47799,0.0921157,70,0.0013159,1000000,-11.9348717,-77.056171,-11.9341415,-77.0557711
1017,4832984,Av. Universitaria,1305701870,1305701058,47799,47891,0.0235499,70,0.0003364,1000000,-11.9341415,-77.0557711,-11.9339548,-77.0556689
1018,4832984,Av. Universitaria,1305701058,31080492,47891,23050,0.0262042,70,0.0003743,1000000,-11.9339548,-77.0556689,-11.9337471,-77.0555551
1019,4832984,Av. Universitaria,31080492,1305702133,23050,47884,0.3583444,70,0.0051192,1000000,-11.9337471,-77.0555551,-11.9309185,-77.0539769
1020,4832984,Av. Universitaria,1305702133,1305701562,47884,47945,0.0235187,70,0.000336,1000000,-11.9309185,-77.0539769,-11.9307334,-77.0538723
1021,4832984,Av. Universitaria,1305701562,1272006400,47945,23059,0.0249111,70,0.0003559,1000000,-11.9307334,-77.0538723,-11.9305374,-77.0537614
1022,4832984,Av. Universitaria,1272006400,1271067479,23059,22408,0.0529296,70,0.0007561,1000000,-11.9305374,-77.0537614,-11.9301169,-77.0535334
1023,4832984,Av. Universitaria,1271067479,1271067063,22408,22397,0.0130608,70,0.0001866,1000000,-11.9301169,-77.0535334,-11.9300075,-77.0534897
1024,4832984,Av. Universitaria,1271067063,1305701793,22397,47987,0.0913213,70,0.0013046,1000000,-11.9300075,-77.0534897,-11.9292889,-77.0530833
1025,4832984,Av. Universitaria,1305701793,1305701995,47987,47925,0.0225168,70,0.0003217,1000000,-11.9292889,-77.0530833,-11.9291108,-77.0529848
1026,4832984,Av. Universitaria,1305701995,1305701256,47925,48023,0.0401923,70,0.0005742,1000000,-11.9291108,-77.0529848,-11.9287921,-77.0528105
1027,4832984,Av. Universitaria,1305701256,1305701292,48023,48109,0.2372266,70,0.003389,1000000,-11.9287921,-77.0528105,-11.9267762,-77.0521223
1028,4832984,Av. Universitaria,1305701292,1305701969,48109,47863,0.0261658,70,0.0003738,1000000,-11.9267762,-77.0521223,-11.9265455,-77.0520749
1029,4832984,Av. Universitaria,1305701969,31080488,47863,47877,0.0216854,70,0.0003098,1000000,-11.9265455,-77.0520749,-11.9263527,-77.0520449
1030,4832984,Av. Universitaria,31080488,1271066677,47877,90557,0.0529172,70,0.000756,1000000,-11.9263527,-77.0520449,-11.9258823,-77.0519712
1031,4832984,Av. Universitaria,1271066677,1258299278,90557,22084,0.0144645,70,0.0002066,1000000,-11.9258823,-77.0519712,-11.9257535,-77.0519526
1032,4832984,Av. Universitaria,1258299278,1305702049,22084,47791,0.0690341,70,0.0009862,1000000,-11.9257535,-77.0519526,-11.9251392,-77.0518608
1033,4832984,Av. Universitaria,1305702049,1305701383,47791,47880,0.0225321,70,0.0003219,1000000,-11.9251392,-77.0518608,-11.924939,-77.0518288
1034,4832984,Av. Universitaria,1305701383,1305701958,47880,48068,0.0592499,70,0.0008464,1000000,-11.924939,-77.0518288,-11.9244131,-77.0517413
1035,4832984,Av. Universitaria,1305701958,1258298967,48068,187,1.1180151,70,0.0159716,1000000,-11.9244131,-77.0517413,-11.9152425,-77.0477794
1036,4832991,Avenida Universitaria,31044331,31044325,188,189,0.0489233,70,0.0006989,1000000,-12.0125094,-77.0802183,-12.0128881,-77.0799947
1037,4832991,Avenida Universitaria,31044325,847686908,189,18299,0.6455948,70,0.0092228,1000000,-12.0128881,-77.0799947,-12.0179496,-77.0771323
1038,4832991,Avenida Universitaria,847686908,1843209548,18299,10447,0.1670709,70,0.0023867,1000000,-12.0179496,-77.0771323,-12.0192613,-77.0763831
1039,4832991,Avenida Universitaria,1843209548,1843209550,10447,65182,0.0118646,70,0.0001695,1000000,-12.0192613,-77.0763831,-12.0193544,-77.0763298
1040,4832991,Avenida Universitaria,1843209550,847669846,65182,18137,0.1474003,70,0.0021057,1000000,-12.0193544,-77.0763298,-12.0205254,-77.0756946
1041,4832991,Avenida Universitaria,847669846,846540170,18137,17384,0.0422379,70,0.0006034,1000000,-12.0205254,-77.0756946,-12.020858,-77.075507
1042,4832991,Avenida Universitaria,846540170,846540145,17384,17363,0.1254153,70,0.0017916,1000000,-12.020858,-77.075507,-12.0218487,-77.0749558
1043,4832991,Avenida Universitaria,846540145,847669879,17363,62719,0.0510399,70,0.0007291,1000000,-12.0218487,-77.0749558,-12.0222634,-77.0747549
1044,4832991,Avenida Universitaria,847669879,846540173,62719,90482,0.2378687,70,0.0033981,1000000,-12.0222634,-77.0747549,-12.0243487,-77.0747106
1045,4832991,Avenida Universitaria,846540173,846540171,90482,90484,0.051741,70,0.0007392,1000000,-12.0243487,-77.0747106,-12.0247889,-77.0748648
1046,4832991,Avenida Universitaria,846540171,846540187,90484,17339,0.0512936,70,0.0007328,1000000,-12.0247889,-77.0748648,-12.0252154,-77.0750445
1047,4832991,Avenida Universitaria,846540187,31069440,17339,115,0.0415848,70,0.0005941,1000000,-12.0252154,-77.0750445,-12.0255641,-77.0751827
1048,4832991,Avenida Universitaria,31069440,31069413,115,190,0.0374901,70,0.0005356,1000000,-12.0255641,-77.0751827,-12.0258831,-77.0752943
1049,4832991,Avenida Universitaria,31069413,31069486,190,191,0.0674219,70,0.0009632,1000000,-12.0258831,-77.0752943,-12.0264455,-77.075526
1050,4832991,Avenida Universitaria,31069486,31069445,191,10487,0.0348612,70,0.000498,1000000,-12.0264455,-77.075526,-12.0267394,-77.0756376
1051,4832991,Avenida Universitaria,31069445,846599926,10487,17422,0.1249351,70,0.0017848,1000000,-12.0267394,-77.0756376,-12.0277853,-77.0760573
1052,4832991,Avenida Universitaria,846599926,846599934,17422,17429,0.0541888,70,0.0007741,1000000,-12.0277853,-77.0760573,-12.0282404,-77.0762355
1053,4832991,Avenida Universitaria,846599934,846736950,17429,17776,0.1241324,70,0.0017733,1000000,-12.0282404,-77.0762355,-12.0292848,-77.076638
1054,4832991,Avenida Universitaria,846736950,846736952,17776,17773,0.0145409,70,0.0002077,1000000,-12.0292848,-77.076638,-12.0294078,-77.0766834
1055,4832991,Avenida Universitaria,846736952,847503225,17773,17643,0.0405566,70,0.0005794,1000000,-12.0294078,-77.0766834,-12.0297487,-77.076816
1056,4832991,Avenida Universitaria,847503225,847503168,17643,17881,0.0649639,70,0.0009281,1000000,-12.0297487,-77.076816,-12.030302,-77.0770078
1057,4832991,Avenida Universitaria,847503168,846782167,17881,17838,0.0862576,70,0.0012323,1000000,-12.030302,-77.0770078,-12.0310266,-77.077291
1058,4832991,Avenida Universitaria,846782167,31069974,17838,192,0.0843537,70,0.0012051,1000000,-12.0310266,-77.077291,-12.0317426,-77.0775473
1059,4832991,Avenida Universitaria,31069974,31070005,192,193,0.0278651,70,0.0003981,1000000,-12.0317426,-77.0775473,-12.0319721,-77.0776502
1060,4832991,Avenida Universitaria,31070005,1273836240,193,40577,0.2018358,70,0.0028834,1000000,-12.0319721,-77.0776502,-12.0336837,-77.0782681
1061,4832991,Avenida Universitaria,1273836240,31070008,40577,17906,0.1068012,70,0.0015257,1000000,-12.0336837,-77.0782681,-12.0346243,-77.0783755
1062,4832991,Avenida Universitaria,31070008,31070009,17906,17896,0.0391614,70,0.0005594,1000000,-12.0346243,-77.0783755,-12.0349517,-77.0782428
1063,4832991,Avenida Universitaria,31070009,560563968,17896,194,0.0215913,70,0.0003084,1000000,-12.0349517,-77.0782428,-12.0351308,-77.0781661
1064,11979291,Aurelio Miro Quesada,108009619,108009621,195,1173,0.0275386,40,0.0006885,0.0006885,-12.0989604,-77.0508785,-12.0989183,-77.0506289
1065,11979291,Aurelio Miro Quesada,108009621,108009622,1173,62208,0.060915,40,0.0015229,0.0015229,-12.0989183,-77.0506289,-12.098868,-77.050071
1066,11979291,Aurelio Miro Quesada,108009622,108009627,62208,1181,0.0952866,40,0.0023822,0.0023822,-12.098868,-77.050071,-12.0984903,-77.0493415
1067,11979291,Aurelio Miro Quesada,108009627,108009630,1181,1182,0.0997564,40,0.0024939,0.0024939,-12.0984903,-77.0493415,-12.0986582,-77.0484403
1068,11979291,Aurelio Miro Quesada,108009630,262730169,1182,1176,0.0758985,40,0.0018975,0.0018975,-12.0986582,-77.0484403,-12.0987841,-77.0477542
1069,11979291,Aurelio Miro Quesada,262730169,108009631,1176,29679,0.1016703,40,0.0025418,0.0025418,-12.0987841,-77.0477542,-12.0989314,-77.0468313
1070,11979291,Aurelio Miro Quesada,108009631,108009632,29679,1190,0.1063686,40,0.0026592,0.0026592,-12.0989314,-77.0468313,-12.0991282,-77.0458739
1071,11979291,Aurelio Miro Quesada,108009632,108009633,1190,1195,0.1248176,40,0.0031204,0.0031204,-12.0991282,-77.0458739,-12.0993547,-77.0447495
1072,11979291,Aurelio Miro Quesada,108009633,108009634,1195,1201,0.1147011,40,0.0028675,0.0028675,-12.0993547,-77.0447495,-12.0995395,-77.0437116
1073,11979291,Aurelio Miro Quesada,108009634,262731416,1201,1213,0.060763,40,0.0015191,0.0015191,-12.0995395,-77.0437116,-12.0996402,-77.0431623
1074,11979291,Aurelio Miro Quesada,262731416,108009635,1213,1214,0.0145539,40,0.0003638,0.0003638,-12.0996402,-77.0431623,-12.0996737,-77.0430329
1075,11979291,Aurelio Miro Quesada,108009635,262732037,1214,1234,0.2668081,40,0.0066702,0.0066702,-12.0996737,-77.0430329,-12.1001072,-77.0406193
1076,11979291,Aurelio Miro Quesada,262732037,108009636,1234,1235,0.0133478,40,0.0003337,0.0003337,-12.1001072,-77.0406193,-12.1001382,-77.0405007
1077,11979291,Aurelio Miro Quesada,108009636,108009638,1235,196,0.2745335,40,0.0068633,0.0068633,-12.1001382,-77.0405007,-12.1005931,-77.0380189
1078,11979547,Orrantia,1426686873,263108213,197,62263,0.1662823,60,0.0027714,1000000,-12.0909238,-77.0336133,-12.092317,-77.034169
1079,11979547,Orrantia,263108213,134250225,62263,62292,0.0176194,60,0.0002937,1000000,-12.092317,-77.034169,-12.0924638,-77.03423
1080,11979547,Orrantia,134250225,262908709,62292,62307,0.0417676,60,0.0006961,1000000,-12.0924638,-77.03423,-12.0928116,-77.0343751
1081,11979547,Orrantia,262908709,262908708,62307,1268,0.0862973,60,0.0014383,1000000,-12.0928116,-77.0343751,-12.0935333,-77.034667
1082,11979547,Orrantia,262908708,134250228,1268,198,0.0616701,60,0.0010278,1000000,-12.0935333,-77.034667,-12.0940508,-77.034871
1083,11979621,Santa Cruz,108237805,108237806,199,561,0.0952945,60,0.0015882,0.0015882,-12.1186727,-77.0426634,-12.117912,-77.0422597
1084,11979621,Santa Cruz,108237806,108237807,561,835,0.1004845,60,0.0016747,0.0016747,-12.117912,-77.0422597,-12.1170811,-77.0418963
1085,11979621,Santa Cruz,108237807,108237808,835,838,0.1064003,60,0.0017733,0.0017733,-12.1170811,-77.0418963,-12.1161979,-77.0415197
1086,11979621,Santa Cruz,108237808,108237811,838,968,0.1502183,60,0.0025036,0.0025036,-12.1161979,-77.0415197,-12.1151237,-77.0406818
1087,11979621,Santa Cruz,108237811,837760898,968,845,0.0657182,60,0.0010953,0.0010953,-12.1151237,-77.0406818,-12.1146614,-77.0403052
1088,11979621,Santa Cruz,837760898,108237812,845,603,0.0778867,60,0.0012981,0.0012981,-12.1146614,-77.0403052,-12.1141083,-77.0398664
1089,11979621,Santa Cruz,108237812,108237813,603,382,0.1330347,60,0.0022172,0.0022172,-12.1141083,-77.0398664,-12.1131619,-77.0391178
1090,11979621,Santa Cruz,108237813,108237815,382,386,0.1326806,60,0.0022113,0.0022113,-12.1131619,-77.0391178,-12.112207,-77.038386
1091,11979621,Santa Cruz,108237815,108235129,386,62478,0.1404511,60,0.0023409,0.0023409,-12.112207,-77.038386,-12.1112104,-77.0375923
1092,11979621,Santa Cruz,108235129,108236192,62478,200,0.0772279,60,0.0012871,0.0012871,-12.1112104,-77.0375923,-12.1106447,-77.0371802
